,hps,fit,pred
decision_tree-methyl,17.298913103000814,1.1186126539978432,0.001288141000259202
adaboost-methyl,325.26957863900316,36.7037545259991,0.16082073799771024
samba-methyl,366.6507417429966,14.103684866000549,0.1193693829991389
random_forest-methyl,48.1738348200015,3.1654244879973703,0.033424940000259085
random_scm-methyl,223.21605361399997,0.1968574759994226,0.01658526599931065
scm-methyl,5.483165941001062,0.2522565229992324,0.0005840570011059754
decision_tree-rna_iso,10.298007882000093,0.9914716309976939,0.0014001839990669396
adaboost-rna_iso,254.71024488200055,25.730115049002052,0.14616695799850277
samba-rna_iso,324.4104452089996,24.263646351002535,0.15502538599685067
random_forest-rna_iso,49.30926182999974,1.50640891799776,0.014382563000253867
random_scm-rna_iso,305.0800806420011,8.466718730000139,0.16917794099936145
scm-rna_iso,5.535337287001312,0.2920185490002041,0.0004980220001016278
decision_tree-rna,9.6999086729993,0.10994437200133689,0.0015286080015357584
adaboost-rna,342.9974917510008,11.774080750001303,0.16152169000270078
samba-rna,663.7988596809992,64.01791122199938,0.32591590299853124
random_forest-rna,57.37009871299961,0.23745206799867447,0.005087918001663638
random_scm-rna,224.76025795699752,14.278253181000764,0.22924835400044685
scm-rna,6.0795574840012705,0.2583069939973939,0.0005675189968314953
decision_tree-mirna,1.940106628000649,0.009978695998142939,0.0003224319989385549
adaboost-mirna,64.09797731599974,2.7813563970012183,0.05808961400180124
samba-mirna,100.67885624499831,2.7844316830014577,0.09150649699950009
random_forest-mirna,29.396672058002878,1.0509038910022355,0.020326656998804538
random_scm-mirna,50.25496139700044,1.8810287180021987,0.04942430500159389
scm-mirna,1.4389329689984152,0.05102912799702608,0.00020086999938939698
decision_tree-clinic,0.5770082229973923,0.0036363010003697127,0.00023220499861054122
adaboost-clinic,8.196856960999867,0.027713513998605777,0.0035652469996421132
samba-clinic,153.10771528600162,1.4004438560004928,0.08658283099794062
random_forest-clinic,12.315664227000525,0.5330076989994268,0.041905895002855686
random_scm-clinic,12.906588260997523,0.6311037960003887,0.03408070400109864
scm-clinic,0.6395024349985761,0.0013003890016989317,0.00011510100011946633
