,decision_tree,adaboost,samba,random_forest,random_scm,scm
0,0.0,0.0,0.0,0.02471233967639543,0.06442064183720406,0.0
1,0.0,0.0,0.0,0.012195533528471202,0.019897569707374278,0.0
2,0.0,0.0,0.0,0.03956354194458787,0.06293708310844279,0.0
3,0.0,0.0,0.0,0.05881785993092532,0.2542604804951016,0.0
4,0.0,0.0,0.0,0.006077434343393291,0.02508218827384966,0.0
5,0.0,0.0,0.0,0.026920905754214963,0.024838474221623386,0.0
6,0.0,0.0,0.0,0.0008555051195574943,0.02643784047526898,0.0
7,0.0,0.0,0.0,0.030043307562341092,0.06186343444141492,0.0
8,0.0,0.0,0.0,0.007853571827158849,0.02884637978036749,0.0
9,0.0,0.0,0.0,0.008197641640897074,0.039451782222687186,0.0
10,0.0,0.0,0.0,0.0039573009345921,0.031473368020777666,0.0
11,0.0,0.0,0.0,0.0017805482870441184,0.04747969549506861,0.0
12,0.0,0.0,0.0,0.014916307350958105,0.028664543310481672,0.0
13,0.0,0.0,0.0,0.0024580706612958607,0.027582884349189804,0.0
14,0.0,0.0,0.0,0.001666501658920858,0.02443754427841971,0.0
15,0.0,0.0,0.0,0.033406173118675664,0.04132153854029122,0.0
