Sample	Lachnospiraceae	Bacteroidaceae	Ruminococcaceae	Clostridiaceae	Eubacteriaceae	Porphyromonadaceae	Oscillospiraceae	Enterobacteriaceae	Rikenellaceae	Bacillaceae	Peptostreptococcaceae	Paenibacillaceae	Sutterellaceae	Lactobacillaceae	Peptococcaceae	Enterococcaceae	Streptococcaceae	Prevotellaceae	Flavobacteriaceae	Siphoviridae	Peptoniphilaceae	Myoviridae	Marinilabiliaceae	Yersiniaceae	Podoviridae	Burkholderiaceae	Staphylococcaceae	Planococcaceae	Comamonadaceae	Listeriaceae	Carnobacteriaceae	Erwiniaceae	Rhodobacteraceae	Oxalobacteraceae	Moraxellaceae	Alicyclobacillaceae	Alteromonadaceae	Leuconostocaceae	Micrococcaceae	Bradyrhizobiaceae	Methylocystaceae	Pectobacteriaceae	Synechococcaceae	Rhizobiaceae	Pseudomonadaceae	Morganellaceae	Syntrophomonadaceae	Alcaligenaceae	Aerococcaceae	Sporolactobacillaceae	Mycobacteriaceae	Microbacteriaceae	Thermoactinomycetaceae	Cyanothecaceae	Shewanellaceae	Corynebacteriaceae	Cryomorphaceae	Phyllobacteriaceae	Stigonemataceae	Pseudoalteromonadaceae	Nocardiaceae	Hyphomonadaceae	Methylobacteriaceae	Hyphomicrobiaceae	Cellvibrionaceae	Bartonellaceae	Streptomycetaceae	Debaryomycetaceae	Rhodobiaceae	Xanthobacteraceae	Cellulomonadaceae	Intrasporangiaceae	Merismopediaceae	Dermatophilaceae	Idiomarinaceae	Aurantimonadaceae	Saccharomycetaceae	Dermabacteraceae	Psychromonadaceae	Gordoniaceae	Microviridae	Beijerinckiaceae	Colwelliaceae	Brevibacteriaceae	Promicromonosporaceae	Brucellaceae	Rhodomelaceae	Blattabacteriaceae	Dermacoccaceae	Nectriaceae	Drosophilidae	Arthrodermataceae	Tectiviridae	Hypocreaceae	Hominidae	Inoviridae	Clavicipitaceae	Sordariaceae	Sarcocystidae	Chaetomiaceae	Retroviridae
NielsenHB_2014_MH0093	0.098464	0.605861	0.042780	0.026099	0.023747	0.053021	0.004694	0.108579	0.004710	0.002918	0.001019	0.002103	0.002190	0.000755	0.001323	0.001061	0.000694	0.002684	0.005916	0.000383	0.000501	0.000615	0.000488	0.003338	0.000480	0.000395	0.000064	0.000127	0.000087	0.000142	0.000127	0.001380	0.000158	0.000105	0.000595	0.000024	0.000144	0.000070	0.000013	0.000070	0.000056	0.000235	0.000007	0.000029	0.000130	0.000917	0.000052	0.000075	0.000054	0.000009	0.000009	0.000005	0.000019	0.000055	0.000031	0.000029	0.000013	0.000056	0.000002	0.000024	0.000061	0.000035	0.000019	0.000007	0.000004	0.000009	0.000002	0.000011	0.000010	0.000001	0.000000	0.000023	0.000003	0.000000	0.000014	0.000005	0	0.000001	0	0	0.000049	0.000001	0.000003	0.000002	0	0	0	0	0	0.000005	0	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0094	0.162280	0.480459	0.092497	0.062089	0.081545	0.070806	0.007165	0.000358	0.006431	0.005968	0.002977	0.004484	0.001517	0.001152	0.002257	0.001168	0.001124	0.001201	0.004075	0.001764	0.001525	0.001393	0.001018	0.000233	0.000151	0.000097	0.000511	0.000442	0.000064	0.000588	0.000332	0.000058	0.000115	0.000046	0.000251	0.000169	0.000056	0.000090	0.000021	0.000054	0.000023	0.000013	0.000096	0.000025	0.000056	0.000027	0.000111	0.000019	0.000091	0.000039	0.000032	0.000015	0.000078	0.000017	0.000023	0.000059	0.000008	0.000025	0.000100	0.000054	0.000050	0.000013	0.000004	0.000006	0.000055	0.000001	0.000006	0.000009	0.000002	0.000002	0.000004	0.000002	0.000005	0.000002	0.000003	0.000000	0.000350	0.000001	0.000001	0.000002	0.000026	0.000001	0.000005	0.000002	0.000007	0	0	0.000001	0	0	0	0	0	0.000000	0	0	0	0	0	0	0
NielsenHB_2014_MH0095	0.245410	0.340985	0.085110	0.053054	0.080011	0.098437	0.009189	0.021620	0.011987	0.005141	0.003027	0.004200	0.001908	0.001425	0.002937	0.003566	0.001119	0.004927	0.003600	0.001498	0.000993	0.002422	0.000442	0.000754	0.000688	0.000949	0.000247	0.000219	0.000125	0.000452	0.000261	0.001089	0.000898	0.000535	0.000456	0.000263	0.000340	0.000130	0.000050	0.000748	0.002734	0.000077	0.000270	0.000485	0.000978	0.000251	0.000131	0.000073	0.000107	0.000041	0.000025	0.000111	0.000048	0.000139	0.000113	0.000194	0.000087	0.000411	0.000082	0.000207	0.000035	0.000412	0.000184	0.000294	0.000007	0.000455	0.000017	0.000036	0.000311	0.000112	0.000006	0.000001	0.000115	0.000002	0.000041	0.000033	0.000013	0.000000	0.000009	0.000000	0.000011	0.000088	0.000001	0.000003	0.000000	0.000031	0.000000	0	0.000001	0.000001	0	0	0.000001	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0096	0.211032	0.134461	0.169910	0.180497	0.049992	0.040985	0.017358	0.000214	0.010251	0.063286	0.021315	0.018437	0.002447	0.007427	0.007440	0.007072	0.002117	0.006514	0.006260	0.004886	0.007206	0.003667	0.001610	0.000245	0.000088	0.000403	0.003939	0.004596	0.000167	0.001608	0.002643	0.000034	0.000225	0.000209	0.001123	0.002151	0.000203	0.000547	0.000057	0.000056	0.000009	0.000190	0.000033	0.000273	0.000117	0.000038	0.000379	0.000130	0.000616	0.001335	0.000154	0.000226	0.000351	0.000437	0.000082	0.000168	0.000397	0.000954	0.000332	0.000095	0.000147	0.000067	0.000253	0.000009	0.000020	0.000061	0.000012	0.000148	0.000006	0.000003	0.000004	0.000010	0.000001	0.000003	0.000033	0	0.000017	0.000005	0.000002	0.000016	0.000005	0.000009	0.000007	0.000010	0.000003	0	0.000018	0.000009	0.000074	0	0.000049	0	0	0.000003	0.000001	0	0	0	0	0	0.000001
NielsenHB_2014_MH0097	0.111869	0.282416	0.096035	0.090131	0.036540	0.183680	0.014987	0.029688	0.010532	0.051802	0.008121	0.013927	0.001829	0.003863	0.007084	0.003912	0.001258	0.000931	0.006672	0.007501	0.005320	0.007940	0.001136	0.000989	0.001103	0.000472	0.004701	0.002990	0.000043	0.001478	0.000781	0.000452	0.000190	0.000894	0.000457	0.000479	0.000150	0.000244	0.000088	0.000542	0.000039	0.000159	0.000422	0.000165	0.000148	0.000268	0.000334	0.000387	0.000920	0.000788	0.000044	0.000369	0.000641	0.000408	0.000241	0.000186	0.000136	0.000073	0.000251	0.000170	0.000083	0.000026	0.000083	0.000003	0.000030	0.000031	0.000023	0.000011	0.000005	0.000001	0.000011	0.000007	0.000028	0.000001	0.000022	0.000002	0.000132	0.000010	0.000028	0.000002	0.000033	0.000002	0.000025	0.000003	0.000007	0.000005	0	0.000006	0.000002	0.000001	0	0.000001	0.000001	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0098	0.254738	0.196777	0.179497	0.121928	0.075639	0.063307	0.009088	0.000254	0.003899	0.021239	0.008339	0.008791	0.001963	0.008296	0.005494	0.002462	0.001689	0.009314	0.004080	0.003907	0.003900	0.002088	0.000257	0.000124	0.000463	0.000322	0.001684	0.001347	0.000069	0.000770	0.000804	0.000109	0.000221	0.000297	0.000847	0.000655	0.000296	0.000102	0.000027	0.000148	0.000431	0.000010	0.000059	0.000184	0.000071	0.000058	0.000199	0.000027	0.001194	0.000504	0.000048	0.000030	0.000281	0.000693	0.000076	0.000045	0.000060	0.000085	0.000047	0.000045	0.000051	0.000079	0.000025	0.000104	0.000039	0.000074	0.000015	0.000034	0.000074	0.000016	0.000008	0.000002	0.000015	0.000003	0.000005	0.000008	0.000000	0.000007	0.000016	0.000002	0.000007	0.000007	0.000008	0.000003	0	0.000017	0.000001	0	0	0.000001	0.000000	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0099	0.193856	0.225450	0.153609	0.133118	0.096425	0.069909	0.008703	0.000417	0.007439	0.034221	0.015283	0.008605	0.001508	0.003047	0.005751	0.002661	0.001591	0.000567	0.003816	0.002908	0.003683	0.004244	0.000433	0.000585	0.000156	0.000429	0.002086	0.003424	0.000137	0.001063	0.001270	0.000045	0.000401	0.000705	0.000397	0.000667	0.001327	0.000219	0.000029	0.000344	0.001859	0.000065	0.000312	0.000711	0.000312	0.000141	0.000141	0.000127	0.000806	0.000529	0.000048	0.000044	0.000367	0.000058	0.000350	0.000060	0.000056	0.000554	0.000100	0.000622	0.000045	0.000321	0.000152	0.000405	0.000309	0.000350	0.000020	0.000035	0.000132	0.000068	0.000005	0.000003	0.000004	0	0.000004	0.000008	0.000019	0.000028	0.000017	0.000002	0.000187	0.000030	0.000004	0.000003	0.000001	0.000001	0.000018	0.000017	0.000000	0.000011	0.000012	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0100	0.217553	0.167359	0.157390	0.161304	0.083635	0.047407	0.012695	0.000407	0.005479	0.058562	0.011974	0.013826	0.001143	0.006208	0.008275	0.004962	0.002242	0.000508	0.003911	0.002176	0.005494	0.001671	0.000337	0.000110	0.000523	0.000457	0.003769	0.004687	0.000237	0.001846	0.002065	0.000310	0.000269	0.000383	0.000671	0.001155	0.000782	0.000960	0.000033	0.000191	0.000200	0.000048	0.000552	0.000243	0.000181	0.000077	0.000377	0.000115	0.000418	0.001241	0.000036	0.000080	0.000662	0.000445	0.000287	0.000156	0.000055	0.000225	0.000272	0.000558	0.000083	0.000057	0.000078	0.000020	0.000029	0.000043	0.000025	0.000029	0.000057	0.000009	0.000002	0.000002	0.000020	0.000001	0.000095	0.000019	0.000120	0.000013	0.000028	0.000001	0.000005	0.000001	0.000001	0.000003	0.000005	0.000003	0.000000	0.000006	0	0.000022	0.000008	0.000005	0.000014	0	0.000000	0	0	0	0	0	0
NielsenHB_2014_MH0102	0.219331	0.181012	0.193516	0.126397	0.098375	0.049530	0.013348	0.000755	0.006308	0.030091	0.009596	0.012206	0.001659	0.007286	0.007029	0.003438	0.002305	0.000497	0.003444	0.003196	0.004537	0.005644	0.000434	0.000151	0.005655	0.000365	0.001952	0.002204	0.000055	0.001767	0.001100	0.000128	0.000138	0.000056	0.000510	0.000945	0.000069	0.000293	0.000020	0.000162	0.000242	0.000074	0.000033	0.000181	0.000095	0.000022	0.000359	0.000028	0.000698	0.000768	0.000067	0.000046	0.000314	0.000227	0.000085	0.000080	0.000042	0.000128	0.000135	0.000110	0.000032	0.000055	0.000122	0.000035	0.000056	0.000075	0.000005	0.000123	0.000017	0.000004	0.000004	0.000065	0.000007	0.000008	0.000002	0.000006	0.000002	0.000017	0.000002	0.000004	0.000072	0.000004	0.000002	0.000004	0.000000	0.000009	0.000001	0.000015	0	0.000000	0	0.000000	0.000005	0	0	0	0.000000	0	0	0	0
NielsenHB_2014_MH0103	0.173433	0.393524	0.104050	0.072051	0.113387	0.062116	0.008658	0.000448	0.006843	0.012892	0.004475	0.006111	0.002190	0.002723	0.002890	0.001891	0.001205	0.010539	0.008400	0.001191	0.001447	0.001012	0.001046	0.000060	0.000480	0.000170	0.000887	0.001020	0.000134	0.000657	0.000518	0.000036	0.000363	0.000152	0.000310	0.000230	0.000180	0.000198	0.000036	0.000113	0.000210	0.000022	0.000010	0.000202	0.000043	0.000045	0.000088	0.000053	0.000131	0.000251	0.000045	0.000045	0.000115	0.000047	0.000086	0.000029	0.000019	0.000078	0.000025	0.000012	0.000029	0.000040	0.000013	0.000042	0.000050	0.000034	0.000003	0.000008	0.000016	0.000006	0.000002	0.000020	0.000010	0.000002	0.000041	0	0.000013	0.000004	0.000005	0.000010	0.000001	0.000005	0.000016	0.000002	0	0.000002	0	0	0	0.000001	0	0	0.000001	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0104	0.319636	0.098650	0.203560	0.160743	0.077117	0.034716	0.016432	0.000365	0.006825	0.018603	0.009840	0.009602	0.000733	0.003168	0.007108	0.002794	0.002421	0.001305	0.004201	0.001791	0.003177	0.004345	0.000838	0.000069	0.000909	0.000213	0.002500	0.001185	0.000070	0.000446	0.000895	0.000063	0.000190	0.000193	0.000208	0.001057	0.000048	0.000093	0.000026	0.000036	0.000057	0.000019	0.000108	0.000085	0.000035	0.000017	0.000332	0.000218	0.000420	0.000204	0.000067	0.000058	0.000391	0.000089	0.000084	0.000112	0.000137	0.000389	0.000145	0.000033	0.000343	0.000091	0.000015	0.000010	0.000147	0.000025	0.000020	0.000019	0.000004	0.000002	0.000002	0.000006	0.000009	0.000002	0.000005	0.000003	0.000035	0.000006	0.000006	0.000005	0.000024	0.000013	0	0.000010	0.000001	0	0.000000	0.000022	0	0	0	0	0.000003	0	0.000001	0	0	0	0	0	0
NielsenHB_2014_MH0105	0.105044	0.593461	0.082435	0.036282	0.043427	0.081916	0.006591	0.000412	0.007307	0.003897	0.002709	0.004698	0.002406	0.002225	0.001848	0.000824	0.000832	0.002287	0.005481	0.000933	0.000563	0.003670	0.000673	0.000324	0.004036	0.000119	0.000106	0.000162	0.000059	0.000165	0.000687	0.000016	0.000238	0.000094	0.001308	0.000095	0.000133	0.000052	0.000021	0.000016	0.000018	0.000019	0.000016	0.000363	0.000567	0.000021	0.000048	0.000022	0.000025	0.000908	0.000015	0.000029	0.000044	0.000007	0.000061	0.000014	0.000006	0.000008	0.000037	0.000017	0.000015	0.000027	0.000009	0.000003	0.000020	0.000004	0.000002	0.000012	0.000002	0.000001	0	0.000014	0.000004	0.000001	0.000002	0	0.000014	0.000021	0	0.000005	0.000039	0.000001	0	0.000002	0	0.000001	0.000002	0.000002	0	0	0	0.000001	0	0	0	0	0.000005	0	0	0	0
NielsenHB_2014_MH0106	0.133432	0.565177	0.046015	0.036586	0.065847	0.102396	0.004813	0.001568	0.009106	0.005931	0.001859	0.003149	0.002949	0.000958	0.001649	0.002407	0.000665	0.002246	0.003299	0.001415	0.000695	0.000796	0.001085	0.000085	0.000075	0.000395	0.000139	0.000180	0.000102	0.000342	0.000166	0.000061	0.000261	0.000305	0.000230	0.000094	0.000090	0.000046	0.000018	0.000076	0.000055	0.000059	0.000151	0.000659	0.000612	0.000052	0.000139	0.000215	0.000304	0.000045	0.000024	0.000019	0.000110	0.000174	0.000151	0.000025	0.000016	0.000036	0.000088	0.000029	0.000051	0.000013	0.000013	0.000008	0.000029	0.000026	0.000020	0.000010	0.000002	0.000001	0.000023	0.000002	0.000028	0	0.000005	0.000001	0.000014	0.000011	0.000009	0.000001	0.000028	0.000001	0.000002	0	0	0	0.000027	0	0.000001	0	0	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0107	0.181848	0.387569	0.113137	0.101362	0.078861	0.060129	0.006502	0.000317	0.004491	0.016262	0.006261	0.006204	0.001392	0.002706	0.003799	0.002174	0.001816	0.003238	0.005231	0.003116	0.002263	0.000814	0.000461	0.000030	0.000270	0.000365	0.000981	0.001047	0.000035	0.001166	0.000505	0.000540	0.000116	0.000349	0.000264	0.000636	0.000260	0.000151	0.000013	0.000046	0.000041	0.000140	0.000214	0.000176	0.000108	0.000028	0.000160	0.000045	0.000234	0.000209	0.000057	0.000078	0.000189	0.000501	0.000046	0.000029	0.000166	0.000104	0.000091	0.000237	0.000078	0.000053	0.000023	0.000029	0.000010	0.000006	0.000049	0.000013	0.000016	0.000003	0.000002	0.000005	0.000022	0.000002	0.000036	0.000001	0.000001	0.000002	0.000000	0.000051	0.000001	0.000001	0.000008	0	0.000001	0.000000	0.000006	0	0	0.000003	0	0	0.000002	0.000001	0	0	0	0	0	0	0
NielsenHB_2014_MH0109	0.102398	0.677428	0.033329	0.028081	0.063537	0.059746	0.003141	0.000426	0.005382	0.002930	0.001715	0.001853	0.003357	0.001367	0.000985	0.000890	0.000659	0.001191	0.002794	0.000520	0.000613	0.001438	0.000419	0.000292	0.000096	0.000213	0.000039	0.000128	0.000062	0.000168	0.000081	0.000037	0.000210	0.000208	0.000547	0.000033	0.000071	0.000029	0.000011	0.000420	0.001018	0.000012	0.000111	0.000286	0.000189	0.000069	0.000015	0.000098	0.000042	0.000006	0.000020	0.000012	0.000018	0.000022	0.000081	0.000022	0.000022	0.000145	0.000020	0.000035	0.000022	0.000123	0.000069	0.000089	0.000027	0.000015	0.000001	0.000060	0.000213	0.000062	0.000000	0	0.000008	0	0.000003	0.000001	0.000000	0.000008	0	0.000018	0	0.000010	0	0.000001	0	0.000001	0.000184	0	0	0.000000	0	0	0	0.000000	0	0	0	0	0	0.000000	0
NielsenHB_2014_MH0110	0.110380	0.630039	0.058624	0.037281	0.035109	0.074468	0.004621	0.000402	0.009360	0.004825	0.002802	0.002624	0.005754	0.001289	0.002832	0.001030	0.000593	0.001091	0.003065	0.000919	0.000529	0.004663	0.000340	0.001573	0.000144	0.000664	0.000213	0.000253	0.000083	0.000220	0.000100	0.000127	0.000115	0.000324	0.000434	0.000089	0.000179	0.000110	0.000026	0.000088	0.000028	0.000003	0.000282	0.000111	0.000095	0.000169	0.000191	0.000111	0.000183	0.000050	0.000032	0.000027	0.000125	0.000300	0.000262	0.000065	0.000005	0.000008	0.000159	0.000156	0.000035	0.000013	0.000014	0.000004	0.000007	0.000011	0.000003	0.000002	0.000003	0.000001	0.000001	0.000001	0.000023	0.000000	0.000017	0.000001	0.000058	0.000029	0.000027	0	0.000000	0.000001	0.000004	0.000002	0.000000	0	0.000003	0	0	0.000001	0	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0111	0.237056	0.232138	0.174560	0.101934	0.110189	0.035929	0.027936	0.003883	0.013207	0.012487	0.008321	0.007843	0.003949	0.003000	0.004503	0.002126	0.001558	0.000566	0.002174	0.000336	0.002713	0.000199	0.000417	0.000438	0.000051	0.000637	0.001060	0.000616	0.000359	0.000510	0.000567	0.000477	0.000253	0.000337	0.000798	0.000353	0.000110	0.000166	0.000066	0.001087	0.000044	0.000032	0.000391	0.000225	0.000379	0.000023	0.000106	0.000646	0.000169	0.000203	0.000649	0.000047	0.000220	0.000061	0.000290	0.000300	0.000030	0.000129	0.000020	0.000140	0.000141	0.000026	0.000152	0.000012	0.000012	0.000002	0.000017	0.000009	0.000012	0.000002	0.000074	0.000024	0.000015	0.000209	0.000060	0.000001	0	0.000116	0.000002	0.000001	0.000009	0.000002	0.000068	0.000003	0	0.000000	0.000017	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0113	0.248752	0.301822	0.125221	0.080132	0.084525	0.073174	0.014270	0.001579	0.008563	0.009601	0.010112	0.005842	0.006488	0.001571	0.005132	0.001783	0.000834	0.000842	0.002101	0.000554	0.002070	0.000383	0.000188	0.000204	0.000279	0.000794	0.000615	0.000658	0.000365	0.000307	0.000356	0.000422	0.000271	0.000591	0.000632	0.000304	0.000348	0.000130	0.000045	0.000800	0.000439	0.000045	0.000665	0.000245	0.000437	0.000137	0.000378	0.000605	0.000117	0.000203	0.000218	0.000027	0.000295	0.000629	0.000576	0.000194	0.000081	0.000211	0.000337	0.000371	0.000082	0.000091	0.000067	0.000054	0.000052	0.000080	0.000034	0.000010	0.000077	0.000014	0.000033	0.000002	0.000055	0.000099	0.000033	0.000019	0.000131	0.000049	0.000041	0.000017	0.000023	0.000008	0.000007	0.000004	0.000003	0.000007	0.000015	0.000001	0	0.000016	0.000001	0	0.000001	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0114	0.088247	0.708375	0.030524	0.019645	0.035798	0.089882	0.002370	0.000481	0.005733	0.002241	0.002293	0.001626	0.001413	0.000783	0.000741	0.000811	0.000483	0.001293	0.002458	0.000470	0.000291	0.001370	0.000450	0.000207	0.000074	0.000241	0.000068	0.000076	0.000023	0.000253	0.000066	0.000020	0.000051	0.000075	0.000277	0.000066	0.000040	0.000062	0.000014	0.000106	0.000029	0.000008	0.000000	0.000020	0.000026	0.000039	0.000022	0.000014	0.000013	0.000021	0.000018	0.000050	0.000015	0.000027	0.000005	0.000028	0.000100	0.000005	0.000002	0.000001	0.000004	0.000011	0.000001	0.000000	0	0.000005	0	0.000005	0.000001	0.000000	0.000001	0	0.000005	0.000001	0.000000	0.000000	0	0.000021	0	0.000001	0.000004	0	0	0.000001	0.000001	0	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0115	0.221615	0.262785	0.121651	0.103284	0.135743	0.044763	0.010284	0.000540	0.005494	0.034665	0.009845	0.008885	0.000765	0.004827	0.004686	0.003878	0.002421	0.000763	0.002310	0.001457	0.003950	0.000907	0.000359	0.000104	0.000199	0.000227	0.002905	0.002545	0.000054	0.001052	0.001284	0.000121	0.000111	0.000207	0.000276	0.000896	0.000276	0.000227	0.000046	0.000161	0.000076	0.000041	0.000124	0.000060	0.000058	0.000061	0.000136	0.000318	0.000340	0.000763	0.000049	0.000054	0.000328	0.000148	0.000080	0.000042	0.000019	0.000078	0.000089	0.000055	0.000054	0.000045	0.000016	0.000007	0.000030	0.000025	0.000032	0.000046	0.000013	0.000004	0.000007	0.000012	0.000016	0.000002	0.000019	0.000008	0.000041	0.000007	0.000040	0.000000	0.000005	0.000002	0.000055	0.000004	0.000004	0.000004	0.000002	0.000004	0	0.000006	0	0.000002	0	0	0	0	0.000001	0	0	0	0
NielsenHB_2014_MH0116	0.161344	0.360191	0.151252	0.086098	0.067965	0.081451	0.010030	0.000496	0.010855	0.012061	0.009516	0.007687	0.000730	0.002343	0.004660	0.009667	0.002736	0.000714	0.003384	0.001359	0.002271	0.004315	0.000405	0.000276	0.000470	0.000263	0.000981	0.001061	0.000031	0.000811	0.000605	0.000038	0.000141	0.000062	0.000155	0.000558	0.000128	0.000249	0.000029	0.000153	0.000034	0.000011	0.000123	0.000195	0.000062	0.000073	0.000197	0.000060	0.000245	0.000060	0.000051	0.000509	0.000154	0.000166	0.000075	0.000026	0.000018	0.000042	0.000091	0.000024	0.000068	0.000024	0.000015	0.000006	0.000011	0.000006	0.000005	0.000011	0.000005	0.000004	0.000002	0.000004	0.000005	0.000002	0.000002	0.000003	0.000001	0.000037	0.000004	0.000014	0.000001	0.000007	0.000001	0.000003	0.000001	0.000000	0.000004	0	0	0.000002	0	0	0	0	0	0	0.000000	0	0	0	0
NielsenHB_2014_MH0117	0.186918	0.147811	0.229848	0.129614	0.047945	0.050420	0.048211	0.002638	0.017702	0.041189	0.016216	0.014872	0.004228	0.005237	0.008050	0.004093	0.002322	0.001088	0.004496	0.002172	0.005639	0.001919	0.002506	0.000269	0.001213	0.000644	0.003027	0.002519	0.000336	0.001630	0.001402	0.000450	0.000429	0.001113	0.000757	0.001175	0.000422	0.000306	0.000118	0.000660	0.001323	0.000033	0.000189	0.000247	0.000320	0.000050	0.000493	0.000454	0.000775	0.000619	0.000304	0.000157	0.000405	0.000265	0.000183	0.000221	0.000367	0.000151	0.000108	0.000184	0.000055	0.000286	0.000097	0.000241	0.000047	0.000044	0.000030	0.000074	0.000159	0.000042	0.000025	0.000010	0.000032	0.000098	0.000030	0.000033	0.000020	0.000050	0.000006	0.000003	0	0.000027	0.000002	0.000010	0.000004	0.000071	0.000000	0.000024	0.000002	0.000002	0.000020	0.000002	0.000000	0.000003	0.000000	0	0	0	0	0	0
NielsenHB_2014_MH0118	0.229023	0.089105	0.269866	0.121022	0.071880	0.039262	0.045150	0.004049	0.023106	0.031188	0.010513	0.013627	0.002923	0.002793	0.007582	0.003715	0.001977	0.000754	0.002756	0.001588	0.004217	0.002173	0.000405	0.000602	0.000220	0.000815	0.002366	0.001954	0.000419	0.000915	0.001178	0.000448	0.000489	0.000928	0.000829	0.001279	0.000070	0.000173	0.000123	0.001222	0.000027	0.000027	0.000375	0.000199	0.000356	0.000013	0.000341	0.000712	0.000509	0.000602	0.000710	0.000143	0.000434	0.000135	0.000264	0.000442	0.000013	0.000083	0.000053	0.000390	0.000144	0.000036	0.000172	0.000008	0.000108	0.000021	0.000097	0.000026	0.000003	0.000002	0.000096	0.000025	0.000006	0.000234	0.000004	0.000001	0.000166	0.000123	0.000060	0.000026	0.000013	0.000003	0.000008	0.000006	0.000004	0.000000	0.000008	0.000052	0.000003	0	0.000002	0	0.000009	0	0.000000	0	0	0	0	0	0
NielsenHB_2014_MH0120	0.162420	0.268695	0.153526	0.103106	0.042276	0.085359	0.044905	0.002995	0.016318	0.032429	0.007761	0.011524	0.005572	0.006419	0.006730	0.003222	0.001239	0.002418	0.006531	0.002642	0.005744	0.001216	0.000619	0.000479	0.001892	0.000701	0.001857	0.002374	0.000327	0.001672	0.001403	0.000521	0.000678	0.000973	0.001186	0.000837	0.000430	0.000368	0.000084	0.001191	0.001643	0.000130	0.000222	0.000740	0.000889	0.000136	0.000210	0.000583	0.000394	0.000527	0.000393	0.000067	0.000381	0.000071	0.000177	0.000188	0.000012	0.000336	0.000062	0.000334	0.000116	0.000271	0.000237	0.000129	0.000032	0.000093	0.000037	0.000024	0.000189	0.000036	0.000042	0.000057	0.000007	0.000148	0.000013	0.000049	0.000025	0.000069	0.000011	0.000008	0.000025	0.000067	0.000002	0.000011	0.000002	0.000013	0.000026	0.000120	0	0.000001	0.000001	0	0	0.000006	0	0	0	0	0	0	0
NielsenHB_2014_MH0121	0.081671	0.552942	0.054510	0.030977	0.081862	0.053344	0.005259	0.104104	0.008308	0.002708	0.002097	0.002296	0.001498	0.000583	0.001513	0.000620	0.000466	0.000964	0.001941	0.002186	0.000554	0.000588	0.000348	0.002573	0.001029	0.000368	0.000111	0.000145	0.000112	0.000055	0.000126	0.001733	0.000093	0.000062	0.000107	0.000046	0.000041	0.000040	0.000014	0.000031	0.000021	0.000072	0.000002	0.000075	0.000143	0.000827	0.000055	0.000050	0.000054	0.000080	0.000024	0.000009	0.000028	0.000023	0.000252	0.000032	0.000003	0.000019	0.000022	0.000010	0.000019	0.000004	0.000003	0.000000	0	0.000001	0.000012	0.000003	0.000001	0.000001	0.000002	0.000037	0.000011	0.000000	0.000002	0.000001	0.000021	0.000000	0	0.000026	0.000030	0	0.000000	0.000002	0	0	0	0	0	0	0	0.000001	0	0	0	0	0	0	0	0	0
NielsenHB_2014_MH0122	0.150411	0.434168	0.172197	0.048508	0.084177	0.036835	0.014009	0.003478	0.012425	0.002962	0.003014	0.003833	0.007939	0.001264	0.001486	0.001111	0.001405	0.000942	0.003040	0.005294	0.001065	0.000978	0.000835	0.000401	0.000023	0.000436	0.000179	0.000151	0.000323	0.000567	0.000242	0.000360	0.000232	0.000301	0.000595	0.000056	0.000035	0.000199	0.000045	0.000945	0.000016	0.000029	0.000249	0.000074	0.000315	0.000056	0.000069	0.000532	0.000087	0.000039	0.000600	0.000046	0.000030	0.000016	0.000223	0.000293	0.000084	0.000013	0.000001	0.000109	0.000010	0.000007	0.000137	0.000004	0.000009	0.000002	0.000029	0.000004	0.000004	0.000002	0.000064	0.000003	0.000009	0.000185	0.000000	0	0.000000	0.000098	0	0.000048	0.000005	0.000000	0	0.000002	0.000011	0.000009	0.000004	0	0	0.000001	0	0.000001	0	0	0	0	0	0	0	0	0
