,fit,hps,pred
decision_tree-pima,0.002694817099836655,1.6076326640002663,0.000195272100972943
adaboost-pima,0.19899293869821122,25.068873121099024,0.018116179498611017
samba-pima,5.264630815900455,355.72078933289885,0.06908731709991116
random_forest-pima,0.3458201164990896,42.338519719601024,0.02078211539919721
random_scm-pima,0.5821089790988481,39.8171547547041,0.031220009001845028
scm-pima,0.0019160508032655343,2.06652707989997,0.000159001603606157
