,fit,hps,pred
decision_tree-pima,0.0018506732303932721,0.20823983980606636,6.851771434896424e-05
adaboost-pima,0.08425286069331732,1.7230906510411725,0.007999398777896087
samba-pima,3.531608164901046,72.75784225959134,0.008918883067215548
random_forest-pima,0.22268298318416443,4.199434890690137,0.012362776286279017
random_scm-pima,0.18958970304787684,2.792460935826726,0.009854386751426282
scm-pima,0.0007292075737434232,0.10230747029378084,3.983137890006564e-05
