,random_scm-Abalone_data,scm-Abalone_data,decision_tree-Abalone_data,samba-Abalone_data,adaboost-Abalone_data,random_forest-Abalone_data
Train,0.7589399744572158,0.7586206896551724,0.8563218390804598,0.7761813537675607,0.8180076628352491,0.8665389527458491
Test,0.7349282296650719,0.737799043062201,0.7655502392344498,0.7655502392344498,0.7971291866028708,0.8009569377990431
