,fit,hps,pred
decision_tree-ionosphere_data,0.003651915204611219,0.08296771913833682,5.054141628386672e-06
adaboost-ionosphere_data,0.1333310014185005,1.2049197261154283,0.007106674142442081
samba-ionosphere_data,0.6005072085440629,4.877321189956775,0.003010733052181173
random_forest-ionosphere_data,0.23876060166649307,2.800905395689853,0.011030063119679958
random_scm-ionosphere_data,0.2662323322770935,2.6724735112346854,0.011114023014706303
scm-ionosphere_data,0.00028386695074715014,0.07336352818237339,4.775567032133257e-06
