,hps,fit,pred
decision_tree-methyl,8.598533821001183,0.44322969199856743,0.0012761239995597862
adaboost-methyl,283.64674573400407,35.27025761800178,0.17180548000033014
samba-methyl,296.6169002789975,11.174025439999241,0.1431739129984635
random_forest-methyl,43.2721989979982,1.5252993809990585,0.014014561005751602
random_scm-methyl,166.251532743001,1.6945851269993,0.03200696100248024
scm-methyl,4.677504229999613,0.30619575799937593,0.00046539100003428757
decision_tree-rna_iso,9.118770052002219,1.0718502969975816,0.0012384919973555952
adaboost-rna_iso,217.22720633300196,8.547002275001432,0.042850411002291366
samba-rna_iso,321.96796511900175,1.524064413002634,0.06668952600011835
random_forest-rna_iso,44.7259260589999,1.9425502040030551,0.017976158000237774
random_scm-rna_iso,188.51089469299768,3.000653039998724,0.08987222299765563
scm-rna_iso,4.550221698002133,0.23267835400474723,0.000476929999422282
decision_tree-rna,6.388499866996426,0.053805376002856065,0.0013141919989720918
adaboost-rna,327.99884620399826,20.864899246997084,0.18856014699849766
samba-rna,310.3241423189975,42.23823525499756,0.18227166699944064
random_forest-rna,43.897094027001,3.1258249120000983,0.027249760998529382
random_scm-rna,140.3574468470033,5.27383402200212,0.06639354400249431
scm-rna,4.981647403998068,0.26720052400196437,0.0004781440002261661
decision_tree-mirna,1.581940599004156,0.21475756099971477,0.00030560199957108125
adaboost-mirna,51.24914866399922,2.599692227995547,0.019223480005166493
samba-mirna,99.02123741999822,5.811573266997584,0.08455787899583811
random_forest-mirna,24.92218644600507,0.27764120299980277,0.006102526000177022
random_scm-mirna,28.583237066995935,0.736975302999781,0.027653602002828848
scm-mirna,1.0035118090017932,0.03663033100019675,0.00015884800086496398
decision_tree-clinic,0.36525941099534975,0.002167380996979773,0.00019631200120784342
adaboost-clinic,5.642818760999944,0.1971894730013446,0.019929054004023783
samba-clinic,78.99251097300294,8.959083765003015,0.09307738099596463
random_forest-clinic,9.329569075001928,0.3984928770005354,0.028624315003980882
random_scm-clinic,9.675386911003443,1.0246239560001413,0.04809354500321206
scm-clinic,0.4611964119976619,0.004079334001289681,0.00016745399625506252
