,hps,fit,pred
decision_tree-methyl,6.989838765999593,1.0308571550049237,0.0012727159992209636
adaboost-methyl,264.16783895700064,64.31078389399772,0.21242859999620123
samba-methyl,305.48871070399764,12.975724105999689,0.1554462970016175
random_forest-methyl,41.85577540300437,3.8342210440023337,0.03331670999614289
random_scm-methyl,167.82974708799884,3.347476059992914,0.031088085001101717
scm-methyl,4.850386771999183,0.19362026399903698,0.00047368300147354603
decision_tree-rna_iso,10.417836567001359,0.045308072003535926,0.0012732809991575778
adaboost-rna_iso,178.2656179600017,28.294035150000127,0.13670184199872892
samba-rna_iso,288.48308761399676,7.057694412993442,0.09143016600137344
random_forest-rna_iso,37.22439685000427,1.7204258889978519,0.01897885400103405
random_scm-rna_iso,123.54679084399686,2.0004731720036943,0.05356671899789944
scm-rna_iso,4.657358335003664,0.339500843998394,0.00048333999438909814
decision_tree-rna,11.524186765003833,0.8342073380044894,0.0012121069958084263
adaboost-rna,213.79054329599603,24.44172964899917,0.11613994700019248
samba-rna,330.5021070869989,14.920406616001856,0.12054027900012443
random_forest-rna,41.45054995400278,0.5469732240017038,0.008651285999803804
random_scm-rna,203.2959386060029,7.455866902004345,0.04335455699765589
scm-rna,5.043830187998537,0.22818034399824683,0.0004967019995092414
decision_tree-mirna,2.546706228997209,0.17749014099535998,0.00030779400549363345
adaboost-mirna,39.31293443599861,0.4207597140048165,0.0035648909979499876
samba-mirna,111.8315627730044,3.1492202000008547,0.07560019499942428
random_forest-mirna,26.447994006004592,0.15653181699599372,0.003568855994672049
random_scm-mirna,28.50493835400266,3.429454855999211,0.05837126899859868
scm-mirna,1.0122586840006988,0.02386286200635368,0.0001776160061126575
decision_tree-clinic,0.3795479870022973,0.002007733994105365,0.0002068410030915402
adaboost-clinic,5.101093973004026,0.23886918499920284,0.024698498003999703
samba-clinic,63.08262306099641,1.684827901997778,0.06721587300125975
random_forest-clinic,9.89216989200213,0.5602661570010241,0.0403278810044867
random_scm-clinic,9.700931252998998,1.0297740850000991,0.04149428800155874
scm-clinic,0.44250603100226726,0.001587469996593427,0.00012682600208790973
