,hps,fit,pred
decision_tree-australian,1.2963640569942072,0.0011619249999057502,0.00016866400255821645
adaboost-australian,22.07100984400313,0.2131616539991228,0.02030864699918311
samba-australian,193.842982948001,6.805101705998823,0.0637197140022181
random_forest-australian,36.1171536030015,0.46229987099650316,0.031018955996842124
random_scm-australian,41.63599410399911,0.9819288580038119,0.048286507997545414
scm-australian,1.9407242469969788,0.0019059439946431667,0.00012596900342032313
