,fit,hps,pred
decision_tree-zoo_data,0.0006436894989747088,1.2487703541984956,0.00014531380002154038
adaboost-zoo_data,0.003254801801085705,1.619665096499375,0.0006949083013751079
samba-zoo_data,0.01071901700051967,3.313983716200164,0.005223644299258012
random_forest-zoo_data,0.3120604427989747,28.914057407998918,0.02227282199964975
random_scm-zoo_data,0.301650638999854,25.40227566310059,0.020331013300892663
scm-zoo_data,0.000705819499125937,1.6416895876980562,0.0001174615987110883
