,decision_tree,adaboost,samba,random_forest,random_scm,scm
0,0.0765989305074324,0.0010141541320643546,0.0,0.025322839721220992,0.01966529533306205,0.0
1,0.0,0.0,0.0,0.0,0.016725250228018903,0.0
2,0.1266585588705538,0.06113259858957356,0.05076923076923077,0.10427686660614754,0.05150808144186009,0.025
3,0.02915531594125036,0.04239246536952439,0.011846153846153847,0.03885724749867213,0.04919009315596094,0.0
4,0.324737121769066,0.07888973105581762,0.31721245421245425,0.14207009288739417,0.06817510909995993,0.475
5,0.04457832118067416,0.06348974262192833,0.0,0.03828060941033036,0.0512064279231314,0.0
6,0.00523445313068179,0.024148694038346224,0.016,0.09742135626870073,0.04558430433971516,0.0
7,0.05696875198413642,0.06706784821540893,0.007846153846153846,0.040922987957232704,0.04802539798180391,0.025
8,0.005903563726248296,0.02835499852114094,0.0,0.012349908039759383,0.01586986570752292,0.0
9,0.017503750778231568,0.031851141938368896,0.0,0.015474328781432923,0.03269680894949169,0.0
10,0.0029839261793109485,0.014023018196133908,0.0,0.007480764249711962,0.012032108533760211,0.0
11,0.0070720287872356085,0.02241937361316955,0.0,0.017104569141712288,0.019739330940233772,0.0
12,0.0035575486756966694,0.0099951187288612,0.0,0.0126865719479268,0.013618695078146743,0.0
13,0.02014539325602263,0.030924342663298205,0.0,0.032029612086240486,0.039180374029607626,0.0
14,0.002514206996301887,0.012181672783646768,0.01,0.01222042413015743,0.01199470798851693,0.0
15,0.020087283353955702,0.02410329073488375,0.0,0.025749191164432788,0.043428264159313106,0.0
16,0.006500210436530135,0.017950265220787187,0.0,0.009558434917645802,0.009125318355057649,0.0
17,0.008678691745958967,0.02589047726269194,0.0,0.026225084861490215,0.03789277114780677,0.0
18,0.00410795420762181,0.006359864355000995,0.0,0.006818065490038728,0.021922094029884848,0.0
19,0.005847165901435327,0.016527639888911993,0.0,0.01583992457552965,0.02353799968899546,0.0
20,0.009554871350456814,0.024262534069056912,0.0,0.013760953174936493,0.016723269702314032,0.0
21,0.016893209008036363,0.037271277620809826,0.0038461538461538464,0.02091518044439134,0.028696703051382517,0.0
22,0.004244798886463888,0.018421863238916043,0.0,0.014489960050318837,0.014123262635313516,0.0
23,0.009930739903242163,0.04351625063296603,0.0,0.027020399117791784,0.03682602661287644,0.0
24,0.011743196234499372,0.015166010691888004,0.07142857142857142,0.011293343407013542,0.023968502724787226,0.0
25,0.0024048589823251676,0.030899225887033942,0.0,0.00861949564436711,0.021570782857082197,0.0
26,0.11885167718539906,0.06601070525505759,0.34828937728937726,0.08146727984587979,0.061351673690694365,0.475
27,0.009392655475716247,0.04671856556429573,0.008,0.029352231845358734,0.024678211099393776,0.0
28,0.00366437467826236,0.014514028670927798,0.03333333333333333,0.02203670421354769,0.02546848494379796,0.0
29,0.0065259253558836525,0.0188872211198903,0.0,0.006483130497206481,0.013326333530634435,0.0
30,0.0016655982962541914,0.02464026597369596,0.12142857142857144,0.024823258519633427,0.02092579079169816,0.0
31,0.009376887414808473,0.01675989789772771,0.0,0.017468096453041936,0.021247981572659082,0.0
32,0.006171525510489685,0.025901697447039025,0.0,0.025839913822222893,0.022808155688521802,0.0
33,0.02074650428981811,0.0383140180011364,0.0,0.015741173228512907,0.03716652298699442,0.0
