,hps,fit,pred
decision_tree-methyl,8.713517751995823,0.06834728000103496,0.0013068440021015704
adaboost-methyl,271.8210179250018,4.962879299993801,0.0250205400006962
samba-methyl,209.3429422390036,7.152103534004709,0.09486931699939305
random_forest-methyl,55.731820043998596,1.6652206760045374,0.01505319299758412
random_scm-methyl,186.0661377860015,3.356506353993609,0.06537014799687313
scm-methyl,5.0450083980031195,0.49702886099839816,0.0005336740068742074
decision_tree-rna_iso,10.792081735002284,0.8312777089959127,0.0012629669945454225
adaboost-rna_iso,215.85249781199673,13.33579001599719,0.12011672899825498
samba-rna_iso,323.1751860500008,18.07741757999611,0.1923233950001304
random_forest-rna_iso,48.93538466699829,4.841082737999386,0.03965350500220666
random_scm-rna_iso,83.37758776600094,7.082360421998601,0.4510626909977873
scm-rna_iso,4.802373425998667,0.2689825849956833,0.0005056939990026876
decision_tree-rna,7.00673227700463,0.09265571699506836,0.0012296760032768361
adaboost-rna,235.6262196020034,14.069706943999336,0.06983110000146553
samba-rna,358.27089175100264,13.575400536006782,0.11217146799754119
random_forest-rna,44.03219146700576,4.832579284993699,0.04217553600028623
random_scm-rna,143.69652478599892,1.0436654509976506,0.010493785004655365
scm-rna,4.493118726997636,0.3466562260000501,0.0005022530021960847
decision_tree-mirna,2.1224236369962455,0.14579901000251994,0.0003127550007775426
adaboost-mirna,64.0712881110012,3.1424896250027814,0.0327523759988253
samba-mirna,101.34814561600069,6.360354226999334,0.08682170200336259
random_forest-mirna,28.76472462899983,0.8185477280057967,0.01651461300207302
random_scm-mirna,40.05933382700459,0.6249897529996815,0.022476452999399044
scm-mirna,1.1853469680063426,0.024112970000714995,0.00017319500329904258
decision_tree-clinic,0.3522963770010392,0.002019081002799794,0.0001947900018421933
adaboost-clinic,5.1567121549960575,0.3151081570031238,0.03284229599375976
samba-clinic,69.98640986999817,0.5729876539990073,0.0631895109981997
random_forest-clinic,8.993144670996116,0.3599042179994285,0.025656669000454713
random_scm-clinic,8.424563052001758,0.09971397800109116,0.006398508994607255
scm-clinic,0.6248491320002358,0.0046595960011472926,0.00016936499741859734
