,Model Name,Noise level,Accuracy,STD,Set,b
345,NeighborHoodClassifier,0.47,0.5132,0.027264629100723182,Test,3.0
346,AdaBoostClassifier,0.47,0.6052000000000001,0.03764252913925949,Train,3.0
347,AdaBoostClassifier,0.47,0.518,0.04225636046798162,Test,3.0
348,NeighborHoodClassifier,0.47,0.8244,0.21428355046526554,Train,4.0
349,NeighborHoodClassifier,0.47,0.5076,0.018304097901836097,Test,4.0
350,AdaBoostClassifier,0.47,0.6024,0.030077233915371964,Train,4.0
351,AdaBoostClassifier,0.47,0.5267999999999999,0.028187940683916578,Test,4.0
352,NeighborHoodClassifier,0.48,0.6,0.06181262007066192,Train,0.25
353,NeighborHoodClassifier,0.48,0.5052,0.039690804980498935,Test,0.25
354,AdaBoostClassifier,0.48,0.5992,0.0319399436442834,Train,0.25
355,AdaBoostClassifier,0.48,0.5152,0.024741867350707405,Test,0.25
356,NeighborHoodClassifier,0.48,0.5715999999999999,0.030916662174303337,Train,0.5
357,NeighborHoodClassifier,0.48,0.4864,0.016847551750922164,Test,0.5
358,AdaBoostClassifier,0.48,0.5824,0.04319999999999998,Train,0.5
359,AdaBoostClassifier,0.48,0.4824,0.013763720427268214,Test,0.5
360,NeighborHoodClassifier,0.48,0.8283999999999999,0.2093548184303385,Train,1.0
361,NeighborHoodClassifier,0.48,0.4788,0.028944084024200872,Test,1.0
362,AdaBoostClassifier,0.48,0.6172,0.04568763508871961,Train,1.0
363,AdaBoostClassifier,0.48,0.4852,0.029191779664830313,Test,1.0
364,NeighborHoodClassifier,0.48,0.8644000000000001,0.1735668171051137,Train,1.5
365,NeighborHoodClassifier,0.48,0.4952,0.022613270440164132,Test,1.5
366,AdaBoostClassifier,0.48,0.6020000000000001,0.059289122105155176,Train,1.5
367,AdaBoostClassifier,0.48,0.4768,0.01870187156409753,Test,1.5
368,NeighborHoodClassifier,0.48,0.9792,0.04060738849027353,Train,2.0
369,NeighborHoodClassifier,0.48,0.5156000000000001,0.018906083676954375,Test,2.0
370,AdaBoostClassifier,0.48,0.5992,0.02137662274541984,Train,2.0
371,AdaBoostClassifier,0.48,0.53,0.03349029710229517,Test,2.0
372,NeighborHoodClassifier,0.48,0.8868,0.17661528812648128,Train,2.5
373,NeighborHoodClassifier,0.48,0.4984,0.013705473359209465,Test,2.5
374,AdaBoostClassifier,0.48,0.5980000000000001,0.03752332607858742,Train,2.5
375,AdaBoostClassifier,0.48,0.5032,0.022112439937736424,Test,2.5
376,NeighborHoodClassifier,0.48,0.9588000000000001,0.05187060824783145,Train,3.0
377,NeighborHoodClassifier,0.48,0.5212000000000001,0.03092183694414033,Test,3.0
378,AdaBoostClassifier,0.48,0.618,0.049895891614440566,Train,3.0
379,AdaBoostClassifier,0.48,0.504,0.017527121840165333,Test,3.0
380,NeighborHoodClassifier,0.48,0.9683999999999999,0.0632,Train,4.0
381,NeighborHoodClassifier,0.48,0.5128,0.03251092124194579,Test,4.0
382,AdaBoostClassifier,0.48,0.5616000000000001,0.04066251344912165,Train,4.0
383,AdaBoostClassifier,0.48,0.49800000000000005,0.032199378875997,Test,4.0
384,NeighborHoodClassifier,0.49,0.6072,0.02886104641207594,Train,0.25
385,NeighborHoodClassifier,0.49,0.5067999999999999,0.019291448882860007,Test,0.25
386,AdaBoostClassifier,0.49,0.6312,0.014620533505997665,Train,0.25
387,AdaBoostClassifier,0.49,0.5115999999999999,0.0486851106602419,Test,0.25
388,NeighborHoodClassifier,0.49,0.6416,0.11900520996998407,Train,0.5
389,NeighborHoodClassifier,0.49,0.496,0.015283978539634254,Test,0.5
390,AdaBoostClassifier,0.49,0.5839999999999999,0.03983967871356395,Train,0.5
391,AdaBoostClassifier,0.49,0.4528,0.058999661015975355,Test,0.5
392,NeighborHoodClassifier,0.49,0.7816,0.17852910126923288,Train,1.0
393,NeighborHoodClassifier,0.49,0.4948,0.021451340284467078,Test,1.0
394,AdaBoostClassifier,0.49,0.5988,0.028102668912400465,Train,1.0
395,AdaBoostClassifier,0.49,0.49399999999999994,0.016149303390549093,Test,1.0
396,NeighborHoodClassifier,0.49,0.8912000000000001,0.16580277440380786,Train,1.5
397,NeighborHoodClassifier,0.49,0.5096,0.021294130646729883,Test,1.5
398,AdaBoostClassifier,0.49,0.6272,0.02801713761253996,Train,1.5
399,AdaBoostClassifier,0.49,0.5088,0.02655108284044175,Test,1.5
400,NeighborHoodClassifier,0.49,0.8888,0.15835959080523038,Train,2.0
401,NeighborHoodClassifier,0.49,0.49559999999999993,0.016119553343687924,Test,2.0
402,AdaBoostClassifier,0.49,0.5791999999999999,0.05025693981929261,Train,2.0
403,AdaBoostClassifier,0.49,0.49399999999999994,0.012393546707863743,Test,2.0
404,NeighborHoodClassifier,0.49,0.7072,0.18951981426753245,Train,2.5
405,NeighborHoodClassifier,0.49,0.5088,0.02538030732674451,Test,2.5
406,AdaBoostClassifier,0.49,0.5928,0.030452586097078852,Train,2.5
407,AdaBoostClassifier,0.49,0.48719999999999997,0.010925200226998118,Test,2.5
408,NeighborHoodClassifier,0.49,0.764,0.19163715714860724,Train,3.0
409,NeighborHoodClassifier,0.49,0.5112,0.011285388783732718,Test,3.0
410,AdaBoostClassifier,0.49,0.5631999999999999,0.029734828064073265,Train,3.0
411,AdaBoostClassifier,0.49,0.5048,0.02261327044016411,Test,3.0
412,NeighborHoodClassifier,0.49,0.6808000000000001,0.15069757795001218,Train,4.0
413,NeighborHoodClassifier,0.49,0.4896,0.010461357464497627,Test,4.0
414,AdaBoostClassifier,0.49,0.6364,0.015717506163510815,Train,4.0
415,AdaBoostClassifier,0.49,0.49800000000000005,0.02475479751482529,Test,4.0
