,Model Name,Noise level,Accuracy,STD,Set,b
348,NeighborHoodClassifier,0.47,0.916,0.09982384484681,Train,4.0
349,NeighborHoodClassifier,0.47,0.5596,0.029158875149772133,Test,4.0
350,AdaBoostClassifier,0.47,0.5900000000000001,0.032298606781098145,Train,4.0
351,AdaBoostClassifier,0.47,0.6268,0.06471599493170138,Test,4.0
352,NeighborHoodClassifier,0.48,0.5720000000000001,0.050990195135927854,Train,0.25
353,NeighborHoodClassifier,0.48,0.5632,0.06722618537445064,Test,0.25
354,AdaBoostClassifier,0.48,0.5428,0.034793102764772196,Train,0.25
355,AdaBoostClassifier,0.48,0.57,0.07865875666446806,Test,0.25
356,NeighborHoodClassifier,0.48,0.6952,0.0780010256342825,Train,0.5
357,NeighborHoodClassifier,0.48,0.5088,0.15474676087078526,Test,0.5
358,AdaBoostClassifier,0.48,0.5848,0.020960916010518235,Train,0.5
359,AdaBoostClassifier,0.48,0.48080000000000006,0.154648504680776,Test,0.5
360,NeighborHoodClassifier,0.48,0.9071999999999999,0.1105158812117064,Train,1.0
361,NeighborHoodClassifier,0.48,0.5448000000000001,0.03253551905226039,Test,1.0
362,AdaBoostClassifier,0.48,0.5456,0.028068487668558108,Train,1.0
363,AdaBoostClassifier,0.48,0.6232,0.1162177267029432,Test,1.0
364,NeighborHoodClassifier,0.48,0.868,0.07898354258958,Train,1.5
365,NeighborHoodClassifier,0.48,0.5128,0.029599999999999984,Test,1.5
366,AdaBoostClassifier,0.48,0.6004,0.017726815844928287,Train,1.5
367,AdaBoostClassifier,0.48,0.5656000000000001,0.07255783899758868,Test,1.5
368,NeighborHoodClassifier,0.48,0.8688,0.07309828999367904,Train,2.0
369,NeighborHoodClassifier,0.48,0.5144,0.02224949437627743,Test,2.0
370,AdaBoostClassifier,0.48,0.5724,0.02596613178738794,Train,2.0
371,AdaBoostClassifier,0.48,0.47359999999999997,0.15066466075360868,Test,2.0
372,NeighborHoodClassifier,0.48,0.9183999999999999,0.09897393596295946,Train,2.5
373,NeighborHoodClassifier,0.48,0.5292,0.014455448799674133,Test,2.5
374,AdaBoostClassifier,0.48,0.5664,0.036865159703980646,Train,2.5
375,AdaBoostClassifier,0.48,0.5772,0.12382956028347998,Test,2.5
376,NeighborHoodClassifier,0.48,0.97,0.05402221765162923,Train,3.0
377,NeighborHoodClassifier,0.48,0.526,0.023630488780387107,Test,3.0
378,AdaBoostClassifier,0.48,0.5675999999999999,0.04321851455105785,Train,3.0
379,AdaBoostClassifier,0.48,0.544,0.08916501556103716,Test,3.0
380,NeighborHoodClassifier,0.48,0.8371999999999999,0.09383048545115813,Train,4.0
381,NeighborHoodClassifier,0.48,0.5328000000000002,0.021784398086704182,Test,4.0
382,AdaBoostClassifier,0.48,0.5732,0.02581782330096785,Train,4.0
383,AdaBoostClassifier,0.48,0.6396000000000001,0.09354699353800741,Test,4.0
384,NeighborHoodClassifier,0.49,0.5764,0.03469639750752228,Train,0.25
385,NeighborHoodClassifier,0.49,0.5472,0.0656,Test,0.25
386,AdaBoostClassifier,0.49,0.5799999999999998,0.03735237609577201,Train,0.25
387,AdaBoostClassifier,0.49,0.5780000000000001,0.0899599911071583,Test,0.25
388,NeighborHoodClassifier,0.49,0.7712,0.15021371442048825,Train,0.5
389,NeighborHoodClassifier,0.49,0.5556000000000001,0.07540185674106442,Test,0.5
390,AdaBoostClassifier,0.49,0.56,0.020119642143934843,Train,0.5
391,AdaBoostClassifier,0.49,0.5571999999999999,0.0787766462855585,Test,0.5
392,NeighborHoodClassifier,0.49,0.9016,0.12062105952113006,Train,1.0
393,NeighborHoodClassifier,0.49,0.5416000000000001,0.08600837168555163,Test,1.0
394,AdaBoostClassifier,0.49,0.5831999999999999,0.025662423891752682,Train,1.0
395,AdaBoostClassifier,0.49,0.6028,0.14162824577039707,Test,1.0
396,NeighborHoodClassifier,0.49,0.8771999999999999,0.09581315149811115,Train,1.5
397,NeighborHoodClassifier,0.49,0.518,0.024754797514825306,Test,1.5
398,AdaBoostClassifier,0.49,0.5556,0.03328423050034353,Train,1.5
399,AdaBoostClassifier,0.49,0.5279999999999999,0.037587231874667226,Test,1.5
400,NeighborHoodClassifier,0.49,0.8316000000000001,0.03742512525029141,Train,2.0
401,NeighborHoodClassifier,0.49,0.492,0.01951409746824075,Test,2.0
402,AdaBoostClassifier,0.49,0.5612,0.02073065363175987,Train,2.0
403,AdaBoostClassifier,0.49,0.6096,0.14284761111058175,Test,2.0
404,NeighborHoodClassifier,0.49,0.9359999999999999,0.0797195082774599,Train,2.5
405,NeighborHoodClassifier,0.49,0.5276,0.011825396399275597,Test,2.5
406,AdaBoostClassifier,0.49,0.5708,0.03495368363992554,Train,2.5
407,AdaBoostClassifier,0.49,0.5972,0.08696298062969092,Test,2.5
408,NeighborHoodClassifier,0.49,0.8715999999999999,0.10383371321492842,Train,3.0
409,NeighborHoodClassifier,0.49,0.4948,0.01809309260463782,Test,3.0
410,AdaBoostClassifier,0.49,0.5596,0.022285421243494564,Train,3.0
411,AdaBoostClassifier,0.49,0.5808,0.10672281855348462,Test,3.0
412,NeighborHoodClassifier,0.49,0.942,0.07067672884337532,Train,4.0
413,NeighborHoodClassifier,0.49,0.4944,0.02288755120147195,Test,4.0
414,AdaBoostClassifier,0.49,0.5755999999999999,0.03693020444026813,Train,4.0
415,AdaBoostClassifier,0.49,0.47759999999999997,0.06216622877415035,Test,4.0
