,hps,fit,pred
decision_tree-zoo_data,0.6162759350008855,0.0006319130006886553,0.00014547099999617785
adaboost-zoo_data,0.8433481290012423,0.003277496998634888,0.0006987699998717289
samba-zoo_data,1.5541784890010604,0.009820995001064148,0.004229436002788134
random_forest-zoo_data,13.312004831001104,0.07373822900262894,0.005295003000355791
random_scm-zoo_data,14.889831533000688,0.3408360690009431,0.024724884002353065
scm-zoo_data,0.8348415540021961,0.0006708710025122855,0.00010789299994939938
