,decision_tree-Abalone_data,random_scm-Abalone_data,scm-Abalone_data,samba-Abalone_data,adaboost-Abalone_data,random_forest-Abalone_data
Train,0.8576776277157956,0.7577412409473478,0.7574256214523389,0.792593951849677,0.8417058132706987,0.8532956547269525
Test,0.7550713542658716,0.7558002813145595,0.7567654686378222,0.7828749761908251,0.7914407847504066,0.7924609163235703
