,hps,fit,pred
decision_tree-bupa_data,1.3825764670000353,0.0011596129988902248,0.00015879700004006736
adaboost-bupa_data,22.971014219998324,0.08848877300260938,0.009991563001676695
samba-bupa_data,87.89311533699947,2.084278826998343,0.026793122000526637
random_forest-bupa_data,33.129570184999466,0.28583208000054583,0.020854802001849748
random_scm-bupa_data,30.142333670999506,0.24342819799858262,0.014925376999599393
scm-bupa_data,1.609191526997165,0.0008069129980867729,0.00012443399828043766
