,fit,hps,pred
decision_tree-cylinder_data,0.00218537045520045,0.07693203918711702,2.1245166213925077e-05
adaboost-cylinder_data,0.11156539818254509,2.2095802440735275,0.007082790786270077
samba-cylinder_data,2.7921292446066253,24.655864415152507,0.007289397854821633
random_forest-cylinder_data,0.10910490539230573,3.855378273561016,0.006999833065890773
random_scm-cylinder_data,0.32234717248590367,2.0502207762204394,0.011251151701742856
scm-cylinder_data,0.0007941152648897701,0.12390356221005618,1.1187662343867142e-05
