,decision_tree,adaboost,samba,random_forest,random_scm,scm
0,0.23496742497062917,0.019996566396566273,0.0625,0.08882919918724913,0.060383736250142796,0.5384615384615384
1,0.07765233690156542,0.1194326867174573,0.0,0.05303429597400536,0.07029365214833799,0.07692307692307693
2,0.01722441762493028,0.03970750393774466,0.03125,0.014898554058218704,0.03346149439668051,0.0
3,0.05578602198115177,0.015855848329989382,0.0,0.0027171223258474525,0.03164197016556128,0.0
4,0.04158466540876024,0.03556488913406641,0.0,0.01908398147633638,0.014961148936977343,0.0
5,0.0,0.0040884880925441585,0.0,0.009146774906411862,0.03603545550411747,0.0
6,0.06227633593221543,0.009735401956318872,0.0,0.006502308587156008,0.048246805874283524,0.0
7,0.0,0.010657211015501648,0.0,0.0050733288584517595,0.022295045474711336,0.0
8,0.011072839901740896,0.00872133740976941,0.0,0.015883312108045163,0.047444364196540766,0.0
9,0.008436449448945454,0.03141287099222992,0.0,0.022685305080181586,0.042176191289002796,0.0
10,0.0,0.008370918223198996,0.0,0.020838809192546222,0.052086962965772976,0.0
11,0.11420843441509898,0.00473312371341748,0.03125,0.09787738398112632,0.047284618862545674,0.07692307692307693
12,0.0,0.00018854108794851378,0.0,0.04697839443999579,0.059240104881768875,0.0
13,0.0,0.05436061860923271,0.34375,0.07141206075722113,0.06953372077376137,0.0
14,0.06643703941044538,0.12458837487455787,0.0,0.05402991432899114,0.09415549731004408,0.0
15,0.13672655329091354,0.1517710047048183,0.3125,0.1824302106629355,0.06483164539356849,0.07692307692307693
16,0.07388762764232104,0.2171390630918409,0.03125,0.07603582364692987,0.06891195874001686,0.07692307692307693
17,0.06098491341518935,0.06413455744032061,0.09375,0.14862946627610743,0.07637310314495102,0.07692307692307693
18,0.03875493965609314,0.07954099427247677,0.09375,0.06391375415224318,0.06064252369121483,0.07692307692307693
