,fit,hps,pred
decision_tree-yeast_data,0.006104628002503887,1.9410942333968706,0.00032507319701835513
adaboost-yeast_data,0.2944133724027779,29.413832510799693,0.026214940899808425
samba-yeast_data,0.5006259523986956,1096.2736336218004,0.22700676469830797
random_forest-yeast_data,0.2769801442977041,49.722915229805224,0.01930099720193539
random_scm-yeast_data,0.48933458020183024,48.1679948577992,0.025645580601121765
scm-yeast_data,0.0025952723997761497,2.30729395729868,0.00016916490130824968
