,fit,hps,pred
decision_tree-metabolomics_bleuets,0.2525159931989037,11.99778886980057,0.0010912469999311725
adaboost-metabolomics_bleuets,5.996616473599351,73.75963809620043,0.05518345600066823
samba-metabolomics_bleuets,6.739312268800495,542.8836935911993,0.026964333199794056
random_forest-metabolomics_bleuets,0.4482718033996207,41.60540370739873,0.01267481519971625
random_scm-metabolomics_bleuets,4.8946688452000675,291.4496549948006,0.10755369480102672
scm-metabolomics_bleuets,0.13046317279950018,7.124426606400084,0.000686748400767101
