,fit,hps,pred
decision_tree-ionosphere_data,0.004246156999579398,0.7585575929995685,0.00016962739973678254
adaboost-ionosphere_data,0.30483297940008924,14.111758183200436,0.01898621760046808
samba-ionosphere_data,0.3409762813993439,20.333601813399582,0.019475061599951004
random_forest-ionosphere_data,0.4294444831990404,21.842201892200684,0.022114139798941324
random_scm-ionosphere_data,0.4469881674012868,19.67730993619989,0.022895438801788258
scm-ionosphere_data,0.002508542198484065,0.9495200274002855,0.00014163119994918815
