,decision_tree,adaboost,samba,random_forest,random_scm,scm
0,0.06333703951612189,0.0,0.0,0.06628002011868965,0.01745670186459552,0.0
1,0.0,0.0,0.0,0.0,0.006773165870862861,0.0
2,0.0,0.060120596185859944,0.25,0.06755448268771802,0.032243059169486395,0.0
3,0.14208370804808287,0.016110132022993294,0.0,0.03203422399500002,0.02752422427183348,0.0
4,0.06661617339687033,0.05392241728347957,0.3333333333333333,0.2526576204235542,0.06949086711764074,0.25
5,0.0,0.03887805568702782,0.08333333333333333,0.03322399868593835,0.027899678991469147,0.0
6,0.3050606154344932,0.022030882018589517,0.0,0.00646382243118467,0.028869853014012004,0.0
7,0.024182586013062373,0.04955490079774368,0.08333333333333333,0.030030453019207082,0.04262450957030009,0.25
8,0.011234060538479529,0.021795935398746642,0.0,0.01072715706712263,0.02438682767179303,0.0
9,0.0,0.02970646732820737,0.0,0.004334329581716494,0.029847920464253063,0.0
10,0.05536936461377817,0.02812184359240864,0.0,0.022643566965744648,0.021014181291651442,0.0
11,0.005149604393526978,0.02050139856473801,0.0,0.02219474988520916,0.005379157517694181,0.0
12,0.006208296613370264,0.011204582252777798,0.0,0.0019284236070351783,0.02111569907566908,0.0
13,0.029078142007053432,0.06668594031325464,0.0,0.01922396555515642,0.0578899809047088,0.0
14,0.0,0.014313027496670641,0.0,0.01899761921753267,0.043325534267972726,0.0
15,0.028360163192064376,0.017235446037613546,0.0,0.026840756065319996,0.04431401193148063,0.25
16,0.008056989382684933,0.025343622780531105,0.0,0.004234456038256214,0.034544930286973266,0.0
17,0.027668451894697136,0.02816044990401269,0.0,0.05437057591475927,0.0416876462438102,0.0
18,0.012736084514446177,0.0018933820582912558,0.0,0.00965997207662434,0.017460160463564866,0.0
19,0.0,0.018339019017706078,0.0,0.007270689841911794,0.013659217839573436,0.0
20,0.0,0.052867534334645354,0.0,0.007211842192052454,0.030734827681792393,0.0
21,0.0035475980647830135,0.0425268292829252,0.0,0.052244879517174124,0.028660256792619514,0.0
22,0.03468762552232275,0.04396726969136098,0.0,0.01948471699059481,0.02423308880546179,0.0
23,0.0,0.056410355660807564,0.0,0.0317483009724485,0.02448711321380112,0.0
24,0.029318192449758897,0.030367359807771718,0.0,0.0054302196775561735,0.006307286736888167,0.0
25,0.0227637542490243,0.02634572955981142,0.0,0.0028855189847910834,0.020578859268660543,0.0
26,0.01940193836947245,0.05413859900553964,0.16666666666666666,0.04064649380434375,0.07186331133070925,0.25
27,0.037210361923946216,0.03429912562422335,0.0,0.009643142146471379,0.030353817421274305,0.0
28,0.0,0.01733365160378105,0.0,0.0220771368490889,0.016031020456257424,0.0
29,0.012416593226740527,0.01714567245439166,0.0,0.0072725477445619545,0.024184342335649447,0.0
30,0.004966637290696209,0.050413874414535986,0.08333333333333333,0.05317810208948521,0.02347361880578546,0.0
31,0.0,0.008070847487545338,0.0,0.010896977438454447,0.002829593149440825,0.0
32,0.0,0.01748452340944124,0.0,0.03493910152318126,0.02985621385699112,0.0
33,0.05054601934452397,0.02471052892256733,0.0,0.011670136892115221,0.05889932231532375,0.0
